                    ************************************************************************************************
                    *  Z= 29 A= 62: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 62 and ldmodel= 1  *
   2.25  0.541  3.63E+01 3.09E+01 1.69E+02 3.16E+00 7.69E+00 8.42E+00 6.27E+00 3.47E+00 1.48E+00 4.96E-01 1.31E-01 2.76E-02 4.64E-03 6.26E-04 6.78E-05 5.90E-06 4.13E-07 2.33E-08 1.06E-09 3.90E-11 1.16E-12 2.77E-14 5.36E-16 8.38E-18 1.06E-19 1.08E-21 8.95E-24 5.98E-26 3.23E-28 1.41E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.570  4.57E+01 3.74E+01 2.10E+02 3.63E+00 8.92E+00 9.99E+00 7.71E+00 4.48E+00 2.03E+00 7.27E-01 2.09E-01 4.83E-02 9.03E-03 1.37E-03 1.69E-04 1.69E-05 1.38E-06 9.19E-08 4.99E-09 2.21E-10 8.01E-12 2.37E-13 5.74E-15 1.14E-16 1.84E-18 2.43E-20 2.63E-22 2.33E-24 1.69E-26 1.01E-28 1.00E-30 1.00E-30 1.00E-30
   2.75  0.598  5.70E+01 4.53E+01 2.62E+02 4.17E+00 1.04E+01 1.18E+01 9.43E+00 5.71E+00 2.73E+00 1.04E+00 3.22E-01 8.10E-02 1.67E-02 2.81E-03 3.88E-04 4.41E-05 4.13E-06 3.18E-07 2.03E-08 1.06E-09 4.60E-11 1.65E-12 4.86E-14 1.19E-15 2.40E-17 4.00E-19 5.51E-21 6.29E-23 5.93E-25 4.63E-27 2.99E-29 1.00E-30 1.00E-30
   3.00  0.624  7.08E+01 5.49E+01 3.26E+02 4.80E+00 1.20E+01 1.40E+01 1.15E+01 7.23E+00 3.62E+00 1.46E+00 4.84E-01 1.31E-01 2.94E-02 5.44E-03 8.35E-04 1.06E-04 1.13E-05 9.90E-07 7.26E-08 4.43E-09 2.25E-10 9.56E-12 3.38E-13 9.97E-15 2.45E-16 5.04E-18 8.64E-20 1.24E-21 1.48E-23 1.48E-25 1.23E-27 8.56E-30 1.00E-30
   3.25  0.650  8.74E+01 6.66E+01 4.04E+02 5.54E+00 1.40E+01 1.66E+01 1.40E+01 9.10E+00 4.75E+00 2.02E+00 7.10E-01 2.06E-01 4.99E-02 1.01E-02 1.69E-03 2.39E-04 2.83E-05 2.81E-06 2.34E-07 1.64E-08 9.63E-10 4.76E-11 1.98E-12 6.94E-14 2.04E-15 5.07E-17 1.06E-18 1.86E-20 2.75E-22 3.43E-24 3.60E-26 3.19E-28 2.37E-30
   3.50  0.675  1.08E+02 8.06E+01 5.02E+02 6.41E+00 1.64E+01 1.97E+01 1.70E+01 1.14E+01 6.18E+00 2.76E+00 1.02E+00 3.16E-01 8.19E-02 1.78E-02 3.28E-03 5.08E-04 6.64E-05 7.35E-06 6.88E-07 5.45E-08 3.66E-09 2.08E-10 1.00E-11 4.11E-13 1.42E-14 4.19E-16 1.05E-17 2.21E-19 3.98E-21 6.07E-23 7.86E-25 8.65E-27 8.08E-29
   3.75  0.698  1.32E+02 9.77E+01 6.22E+02 7.44E+00 1.91E+01 2.33E+01 2.05E+01 1.42E+01 7.97E+00 3.71E+00 1.44E+00 4.73E-01 1.31E-01 3.06E-02 6.07E-03 1.02E-03 1.47E-04 1.79E-05 1.87E-06 1.66E-07 1.26E-08 8.12E-10 4.48E-11 2.11E-12 8.50E-14 2.92E-15 8.58E-17 2.16E-18 4.63E-20 8.49E-22 1.33E-23 1.79E-25 2.05E-27
   4.00  0.721  1.62E+02 1.18E+02 7.69E+02 8.64E+00 2.23E+01 2.77E+01 2.48E+01 1.76E+01 1.02E+01 4.94E+00 2.01E+00 6.94E-01 2.03E-01 5.08E-02 1.08E-02 1.97E-03 3.08E-04 4.13E-05 4.74E-06 4.67E-07 3.95E-08 2.87E-09 1.79E-10 9.60E-12 4.43E-13 1.76E-14 6.00E-16 1.76E-17 4.44E-19 9.65E-21 1.80E-22 2.90E-24 4.02E-26
   4.25  0.743  1.97E+02 1.43E+02 9.52E+02 1.01E+01 2.62E+01 3.28E+01 2.99E+01 2.17E+01 1.30E+01 6.52E+00 2.77E+00 1.00E+00 3.10E-01 8.21E-02 1.87E-02 3.66E-03 6.18E-04 8.99E-05 1.13E-05 1.22E-06 1.15E-07 9.27E-09 6.48E-10 3.92E-11 2.05E-12 9.28E-14 3.63E-15 1.23E-16 3.61E-18 9.15E-20 2.01E-21 3.82E-23 6.30E-25
   4.50  0.765  2.41E+02 1.74E+02 1.18E+03 1.17E+01 3.07E+01 3.88E+01 3.60E+01 2.67E+01 1.65E+01 8.53E+00 3.77E+00 1.42E+00 4.63E-01 1.30E-01 3.14E-02 6.56E-03 1.19E-03 1.87E-04 2.55E-05 3.02E-06 3.11E-07 2.78E-08 2.16E-09 1.46E-10 8.54E-12 4.36E-13 1.94E-14 7.50E-16 2.52E-17 7.39E-19 1.88E-20 4.18E-22 8.09E-24
   4.75  0.786  2.94E+02 2.11E+02 1.45E+03 1.37E+01 3.60E+01 4.60E+01 4.34E+01 3.29E+01 2.07E+01 1.11E+01 5.07E+00 2.00E+00 6.80E-01 2.00E-01 5.13E-02 1.14E-02 2.21E-03 3.73E-04 5.50E-05 7.06E-06 7.92E-07 7.75E-08 6.64E-09 4.96E-10 3.24E-11 1.85E-12 9.26E-14 4.05E-15 1.55E-16 5.18E-18 1.52E-19 3.88E-21 8.69E-23
   5.00  0.806  3.57E+02 2.55E+02 1.79E+03 1.60E+01 4.23E+01 5.46E+01 5.21E+01 4.03E+01 2.60E+01 1.43E+01 6.77E+00 2.77E+00 9.83E-01 3.04E-01 8.19E-02 1.93E-02 3.98E-03 7.18E-04 1.13E-04 1.57E-05 1.91E-06 2.04E-07 1.91E-08 1.57E-09 1.13E-10 7.18E-12 4.00E-13 1.96E-14 8.44E-16 3.19E-17 1.06E-18 3.11E-20 7.98E-22
   5.50  0.846  5.45E+02 3.75E+02 2.72E+03 2.19E+01 5.84E+01 7.68E+01 7.53E+01 6.01E+01 4.06E+01 2.35E+01 1.18E+01 5.16E+00 1.98E+00 6.66E-01 1.97E-01 5.15E-02 1.18E-02 2.41E-03 4.33E-04 6.87E-05 9.66E-06 1.20E-06 1.32E-07 1.29E-08 1.11E-09 8.52E-11 5.78E-12 3.47E-13 1.85E-14 8.73E-16 3.66E-17 1.36E-18 4.47E-20
   6.00  0.883  8.20E+02 5.50E+02 4.13E+03 3.02E+01 8.11E+01 1.08E+02 1.08E+02 8.92E+01 6.25E+01 3.78E+01 2.00E+01 9.30E+00 3.81E+00 1.38E+00 4.44E-01 1.27E-01 3.22E-02 7.26E-03 1.46E-03 2.61E-04 4.16E-05 5.92E-06 7.51E-07 8.50E-08 8.58E-09 7.74E-10 6.23E-11 4.48E-12 2.87E-13 1.65E-14 8.43E-16 3.86E-17 1.58E-18
   6.50  0.919  1.22E+03 8.07E+02 6.25E+03 4.18E+01 1.13E+02 1.53E+02 1.56E+02 1.32E+02 9.53E+01 6.01E+01 3.33E+01 1.63E+01 7.09E+00 2.74E+00 9.48E-01 2.93E-01 8.09E-02 2.00E-02 4.44E-03 8.83E-04 1.57E-04 2.52E-05 3.62E-06 4.68E-07 5.42E-08 5.65E-09 5.29E-10 4.45E-11 3.37E-12 2.29E-13 1.40E-14 7.70E-16 3.81E-17
   7.00  0.954  1.82E+03 1.19E+03 9.44E+03 5.80E+01 1.58E+02 2.15E+02 2.24E+02 1.94E+02 1.44E+02 9.42E+01 5.43E+01 2.79E+01 1.28E+01 5.25E+00 1.93E+00 6.41E-01 1.91E-01 5.13E-02 1.24E-02 2.71E-03 5.34E-04 9.50E-05 1.53E-05 2.21E-06 2.90E-07 3.44E-08 3.68E-09 3.56E-10 3.12E-11 2.47E-12 1.77E-13 1.15E-14 6.72E-16
   7.50  0.987  2.69E+03 1.74E+03 1.42E+04 8.07E+01 2.20E+02 3.04E+02 3.22E+02 2.84E+02 2.17E+02 1.46E+02 8.75E+01 4.68E+01 2.25E+01 9.74E+00 3.80E+00 1.34E+00 4.28E-01 1.24E-01 3.23E-02 7.68E-03 1.65E-03 3.23E-04 5.73E-05 9.23E-06 1.35E-06 1.79E-07 2.17E-08 2.38E-09 2.37E-10 2.15E-11 1.78E-12 1.33E-13 9.08E-15
   8.00  1.020  3.96E+03 2.55E+03 2.15E+04 1.13E+02 3.09E+02 4.31E+02 4.62E+02 4.16E+02 3.25E+02 2.25E+02 1.39E+02 7.74E+01 3.88E+01 1.76E+01 7.23E+00 2.70E+00 9.16E-01 2.83E-01 7.94E-02 2.03E-02 4.74E-03 1.01E-03 1.95E-04 3.46E-05 5.58E-06 8.23E-07 1.11E-07 1.36E-08 1.53E-09 1.57E-10 1.47E-11 1.25E-12 9.80E-14
   8.50  1.051  5.84E+03 3.75E+03 3.23E+04 1.57E+02 4.34E+02 6.10E+02 6.62E+02 6.07E+02 4.85E+02 3.45E+02 2.20E+02 1.26E+02 6.57E+01 3.11E+01 1.34E+01 5.26E+00 1.89E+00 6.18E-01 1.85E-01 5.07E-02 1.27E-02 2.92E-03 6.13E-04 1.18E-04 2.09E-05 3.38E-06 5.01E-07 6.82E-08 8.51E-09 9.74E-10 1.02E-10 9.86E-12 8.72E-13
   9.00  1.082  8.59E+03 5.51E+03 4.85E+04 2.21E+02 6.11E+02 8.65E+02 9.50E+02 8.84E+02 7.21E+02 5.24E+02 3.43E+02 2.03E+02 1.10E+02 5.39E+01 2.42E+01 9.97E+00 3.76E+00 1.30E+00 4.12E-01 1.20E-01 3.22E-02 7.92E-03 1.79E-03 3.73E-04 7.14E-05 1.26E-05 2.04E-06 3.05E-07 4.19E-08 5.31E-09 6.19E-10 6.64E-11 6.57E-12
   9.50  1.111  1.26E+04 8.08E+03 7.28E+04 3.10E+02 8.61E+02 1.23E+03 1.36E+03 1.29E+03 1.07E+03 7.93E+02 5.32E+02 3.24E+02 1.81E+02 9.20E+01 4.30E+01 1.84E+01 7.28E+00 2.64E+00 8.85E-01 2.73E-01 7.75E-02 2.03E-02 4.92E-03 1.10E-03 2.27E-04 4.32E-05 7.60E-06 1.23E-06 1.85E-07 2.57E-08 3.30E-09 3.91E-10 4.28E-11
  10.00  1.140  1.86E+04 1.19E+04 1.09E+05 4.36E+02 1.22E+03 1.75E+03 1.96E+03 1.87E+03 1.58E+03 1.19E+03 8.19E+02 5.13E+02 2.94E+02 1.55E+02 7.49E+01 3.34E+01 1.38E+01 5.23E+00 1.84E+00 5.96E-01 1.79E-01 4.98E-02 1.28E-02 3.05E-03 6.74E-04 1.38E-04 2.61E-05 4.58E-06 7.46E-07 1.13E-07 1.58E-08 2.05E-09 2.46E-10
  11.00  1.196  4.40E+04 2.54E+04 2.41E+05 8.80E+02 2.46E+03 3.57E+03 4.05E+03 3.94E+03 3.40E+03 2.64E+03 1.87E+03 1.21E+03 7.23E+02 3.97E+02 2.02E+02 9.49E+01 4.14E+01 1.67E+01 6.27E+00 2.18E+00 7.06E-01 2.13E-01 5.94E-02 1.55E-02 3.74E-03 8.43E-04 1.77E-04 3.45E-05 6.26E-06 1.06E-06 1.67E-07 2.45E-08 3.34E-09
  12.00  1.249  9.73E+04 5.33E+04 5.17E+05 1.76E+03 4.95E+03 7.21E+03 8.27E+03 8.14E+03 7.13E+03 5.65E+03 4.09E+03 2.72E+03 1.67E+03 9.45E+02 4.97E+02 2.43E+02 1.10E+02 4.65E+01 1.83E+01 6.70E+00 2.29E+00 7.28E-01 2.16E-01 5.99E-02 1.55E-02 3.74E-03 8.42E-04 1.77E-04 3.48E-05 6.39E-06 1.10E-06 1.75E-07 2.63E-08
  13.00  1.300  2.06E+05 1.09E+05 1.08E+06 3.46E+03 9.74E+03 1.43E+04 1.65E+04 1.64E+04 1.46E+04 1.18E+04 8.67E+03 5.89E+03 3.71E+03 2.16E+03 1.17E+03 5.92E+02 2.78E+02 1.22E+02 5.01E+01 1.92E+01 6.86E+00 2.30E+00 7.18E-01 2.10E-01 5.76E-02 1.48E-02 3.55E-03 7.98E-04 1.68E-04 3.32E-05 6.13E-06 1.06E-06 1.72E-07
  14.00  1.349  4.26E+05 2.19E+05 2.22E+06 6.68E+03 1.88E+04 2.78E+04 3.23E+04 3.25E+04 2.92E+04 2.39E+04 1.79E+04 1.24E+04 7.99E+03 4.78E+03 2.66E+03 1.38E+03 6.72E+02 3.06E+02 1.30E+02 5.17E+01 1.93E+01 6.75E+00 2.21E+00 6.81E-01 1.97E-01 5.32E-02 1.35E-02 3.23E-03 7.22E-04 1.52E-04 3.00E-05 5.56E-06 9.69E-07
  15.00  1.396  8.57E+05 4.32E+05 4.45E+06 1.27E+04 3.59E+04 5.31E+04 6.23E+04 6.32E+04 5.74E+04 4.76E+04 3.62E+04 2.56E+04 1.68E+04 1.02E+04 5.85E+03 3.12E+03 1.56E+03 7.32E+02 3.22E+02 1.33E+02 5.14E+01 1.87E+01 6.40E+00 2.06E+00 6.22E-01 1.77E-01 4.72E-02 1.19E-02 2.81E-03 6.26E-04 1.31E-04 2.59E-05 4.81E-06
  16.00  1.442  1.69E+06 8.36E+05 8.76E+06 2.38E+04 6.73E+04 1.00E+05 1.18E+05 1.21E+05 1.11E+05 9.28E+04 7.17E+04 5.14E+04 3.43E+04 2.14E+04 1.25E+04 6.83E+03 3.50E+03 1.69E+03 7.65E+02 3.26E+02 1.30E+02 4.92E+01 1.75E+01 5.85E+00 1.84E+00 5.47E-01 1.53E-01 4.04E-02 1.01E-02 2.36E-03 5.22E-04 1.09E-04 2.14E-05
  17.00  1.487  3.29E+06 1.59E+06 1.70E+07 4.38E+04 1.24E+05 1.86E+05 2.20E+05 2.27E+05 2.10E+05 1.78E+05 1.39E+05 1.01E+05 6.87E+04 4.36E+04 2.60E+04 1.45E+04 7.62E+03 3.77E+03 1.75E+03 7.69E+02 3.18E+02 1.24E+02 4.55E+01 1.58E+01 5.17E+00 1.60E+00 4.66E-01 1.28E-01 3.34E-02 8.22E-03 1.91E-03 4.19E-04 8.69E-05
  18.00  1.530  6.27E+06 2.99E+06 3.23E+07 7.98E+04 2.27E+05 3.40E+05 4.05E+05 4.20E+05 3.92E+05 3.35E+05 2.66E+05 1.96E+05 1.35E+05 8.70E+04 5.27E+04 3.01E+04 1.61E+04 8.16E+03 3.89E+03 1.75E+03 7.45E+02 2.99E+02 1.13E+02 4.07E+01 1.38E+01 4.42E+00 1.34E+00 3.84E-01 1.04E-01 2.68E-02 6.50E-03 1.49E-03 3.25E-04
  19.00  1.572  1.18E+07 5.53E+06 6.06E+07 1.44E+05 4.09E+05 6.14E+05 7.34E+05 7.66E+05 7.21E+05 6.23E+05 4.98E+05 3.72E+05 2.60E+05 1.70E+05 1.05E+05 6.09E+04 3.33E+04 1.72E+04 8.40E+03 3.88E+03 1.69E+03 6.98E+02 2.72E+02 1.01E+02 3.52E+01 1.17E+01 3.66E+00 1.09E+00 3.07E-01 8.20E-02 2.07E-02 4.98E-03 1.13E-03
  20.00  1.612  2.19E+07 1.01E+07 1.12E+08 2.55E+05 7.28E+05 1.10E+06 1.32E+06 1.38E+06 1.31E+06 1.14E+06 9.21E+05 6.95E+05 4.92E+05 3.27E+05 2.04E+05 1.21E+05 6.73E+04 3.55E+04 1.77E+04 8.34E+03 3.72E+03 1.58E+03 6.32E+02 2.40E+02 8.66E+01 2.96E+01 9.59E+00 2.95E+00 8.61E-01 2.38E-01 6.26E-02 1.56E-02 3.70E-03
  22.50  1.710  1.30E+08 4.32E+07 4.95E+08 1.03E+06 2.93E+06 4.44E+06 5.39E+06 5.72E+06 5.51E+06 4.89E+06 4.04E+06 3.12E+06 2.27E+06 1.55E+06 1.01E+06 6.17E+05 3.58E+05 1.97E+05 1.03E+05 5.09E+04 2.39E+04 1.07E+04 4.55E+03 1.84E+03 7.07E+02 2.59E+02 9.00E+01 2.98E+01 9.39E+00 2.82E+00 8.04E-01 2.19E-01 5.66E-02
  25.00  1.803  5.61E+08 1.73E+08 2.03E+09 3.88E+06 1.11E+07 1.69E+07 2.07E+07 2.22E+07 2.17E+07 1.95E+07 1.64E+07 1.30E+07 9.64E+06 6.78E+06 4.51E+06 2.85E+06 1.71E+06 9.76E+05 5.30E+05 2.74E+05 1.35E+05 6.30E+04 2.81E+04 1.20E+04 4.86E+03 1.88E+03 6.95E+02 2.45E+02 8.23E+01 2.64E+01 8.08E+00 2.36E+00 6.59E-01
  30.00  1.975  1.22E+10 2.32E+09 2.87E+10 4.75E+07 1.37E+08 2.10E+08 2.60E+08 2.83E+08 2.82E+08 2.61E+08 2.26E+08 1.84E+08 1.42E+08 1.04E+08 7.26E+07 4.82E+07 3.05E+07 1.84E+07 1.06E+07 5.88E+06 3.10E+06 1.56E+06 7.56E+05 3.49E+05 1.55E+05 6.56E+04 2.66E+04 1.04E+04 3.86E+03 1.38E+03 4.72E+02 1.55E+02 4.87E+01
  40.00  2.280  2.49E+12 2.48E+11 3.30E+12 4.36E+09 1.26E+10 1.96E+10 2.47E+10 2.75E+10 2.82E+10 2.70E+10 2.43E+10 2.08E+10 1.69E+10 1.31E+10 9.73E+09 6.92E+09 4.72E+09 3.09E+09 1.94E+09 1.18E+09 6.84E+08 3.83E+08 2.06E+08 1.07E+08 5.34E+07 2.57E+07 1.19E+07 5.31E+06 2.28E+06 9.47E+05 3.79E+05 1.46E+05 5.42E+04
  50.00  2.549  1.59E+14 1.57E+13 2.22E+14 2.46E+11 7.16E+11 1.12E+12 1.43E+12 1.62E+12 1.69E+12 1.65E+12 1.53E+12 1.35E+12 1.13E+12 9.15E+11 7.09E+11 5.28E+11 3.79E+11 2.62E+11 1.75E+11 1.12E+11 6.98E+10 4.19E+10 2.43E+10 1.36E+10 7.36E+09 3.85E+09 1.95E+09 9.56E+08 4.53E+08 2.08E+08 9.21E+07 3.95E+07 1.64E+07
  60.00  2.793  6.98E+15 6.82E+14 1.01E+16 9.73E+12 2.84E+13 4.47E+13 5.74E+13 6.58E+13 6.97E+13 6.93E+13 6.55E+13 5.90E+13 5.09E+13 4.23E+13 3.38E+13 2.60E+13 1.94E+13 1.39E+13 9.69E+12 6.52E+12 4.25E+12 2.68E+12 1.64E+12 9.73E+11 5.59E+11 3.11E+11 1.68E+11 8.82E+10 4.48E+10 2.21E+10 1.06E+10 4.92E+09 2.22E+09
  70.00  3.017  2.29E+17 2.22E+16 3.41E+17 2.92E+14 8.54E+14 1.35E+15 1.75E+15 2.02E+15 2.16E+15 2.18E+15 2.09E+15 1.92E+15 1.69E+15 1.43E+15 1.17E+15 9.27E+14 7.09E+14 5.26E+14 3.78E+14 2.63E+14 1.78E+14 1.17E+14 7.45E+13 4.62E+13 2.78E+13 1.62E+13 9.22E+12 5.09E+12 2.73E+12 1.43E+12 7.25E+11 3.58E+11 1.72E+11
  80.00  3.225  5.94E+18 5.71E+17 9.10E+18 7.04E+15 2.06E+16 3.27E+16 4.25E+16 4.95E+16 5.34E+16 5.44E+16 5.28E+16 4.91E+16 4.40E+16 3.79E+16 3.17E+16 2.56E+16 2.00E+16 1.52E+16 1.12E+16 8.05E+15 5.61E+15 3.80E+15 2.50E+15 1.60E+15 1.00E+15 6.08E+14 3.60E+14 2.07E+14 1.16E+14 6.35E+13 3.38E+13 1.75E+13 8.86E+12
  90.00  3.420  1.28E+20 1.22E+19 2.00E+20 1.41E+17 4.14E+17 6.59E+17 8.60E+17 1.01E+18 1.10E+18 1.13E+18 1.10E+18 1.04E+18 9.41E+17 8.24E+17 6.99E+17 5.75E+17 4.58E+17 3.55E+17 2.68E+17 1.97E+17 1.40E+17 9.75E+16 6.61E+16 4.36E+16 2.80E+16 1.76E+16 1.07E+16 6.41E+15 3.73E+15 2.11E+15 1.17E+15 6.32E+14 3.33E+14
 100.00  3.605  2.34E+21 2.21E+20 3.73E+21 2.43E+18 7.14E+18 1.14E+19 1.49E+19 1.76E+19 1.92E+19 1.99E+19 1.97E+19 1.87E+19 1.71E+19 1.52E+19 1.30E+19 1.09E+19 8.82E+18 6.95E+18 5.34E+18 3.99E+18 2.91E+18 2.07E+18 1.43E+18 9.69E+17 6.39E+17 4.12E+17 2.59E+17 1.59E+17 9.53E+16 5.58E+16 3.19E+16 1.78E+16 9.73E+15
 110.00  3.781  3.74E+22 3.50E+21 6.06E+22 3.67E+19 1.08E+20 1.72E+20 2.27E+20 2.68E+20 2.95E+20 3.07E+20 3.06E+20 2.93E+20 2.71E+20 2.43E+20 2.11E+20 1.78E+20 1.46E+20 1.17E+20 9.14E+19 6.95E+19 5.15E+19 3.73E+19 2.64E+19 1.82E+19 1.23E+19 8.10E+18 5.21E+18 3.28E+18 2.02E+18 1.21E+18 7.15E+17 4.11E+17 2.31E+17
 120.00  3.950  5.30E+23 4.93E+22 8.71E+23 4.95E+20 1.45E+21 2.33E+21 3.07E+21 3.64E+21 4.02E+21 4.21E+21 4.22E+21 4.08E+21 3.80E+21 3.44E+21 3.02E+21 2.58E+21 2.14E+21 1.74E+21 1.37E+21 1.06E+21 7.97E+20 5.87E+20 4.22E+20 2.97E+20 2.04E+20 1.37E+20 9.02E+19 5.80E+19 3.65E+19 2.25E+19 1.36E+19 8.00E+18 4.62E+18
 130.00  4.111  6.78E+24 6.25E+23 1.13E+25 6.02E+21 1.77E+22 2.84E+22 3.75E+22 4.47E+22 4.96E+22 5.22E+22 5.26E+22 5.11E+22 4.80E+22 4.37E+22 3.87E+22 3.34E+22 2.80E+22 2.30E+22 1.84E+22 1.44E+22 1.10E+22 8.19E+21 5.98E+21 4.27E+21 2.99E+21 2.04E+21 1.37E+21 8.98E+20 5.77E+20 3.63E+20 2.23E+20 1.35E+20 7.97E+19
 140.00  4.266  7.90E+25 7.22E+24 1.33E+26 6.70E+22 1.97E+23 3.17E+23 4.19E+23 5.01E+23 5.58E+23 5.89E+23 5.97E+23 5.83E+23 5.51E+23 5.06E+23 4.51E+23 3.92E+23 3.33E+23 2.75E+23 2.23E+23 1.76E+23 1.36E+23 1.03E+23 7.62E+22 5.52E+22 3.92E+22 2.72E+22 1.85E+22 1.24E+22 8.09E+21 5.18E+21 3.25E+21 2.00E+21 1.21E+21
 150.00  4.416  8.46E+26 7.67E+25 1.43E+27 6.88E+23 2.03E+24 3.26E+24 4.32E+24 5.17E+24 5.78E+24 6.13E+24 6.24E+24 6.12E+24 5.82E+24 5.38E+24 4.83E+24 4.23E+24 3.62E+24 3.02E+24 2.47E+24 1.97E+24 1.54E+24 1.18E+24 8.83E+23 6.48E+23 4.66E+23 3.29E+23 2.27E+23 1.54E+23 1.02E+23 6.65E+22 4.25E+22 2.66E+22 1.64E+22
 160.00  4.561  8.41E+27 7.57E+26 1.44E+28 6.56E+24 1.94E+25 3.12E+25 4.14E+25 4.97E+25 5.56E+25 5.92E+25 6.05E+25 5.97E+25 5.70E+25 5.30E+25 4.79E+25 4.23E+25 3.64E+25 3.07E+25 2.53E+25 2.04E+25 1.61E+25 1.24E+25 9.41E+24 6.98E+24 5.08E+24 3.63E+24 2.54E+24 1.74E+24 1.18E+24 7.77E+23 5.04E+23 3.21E+23 2.01E+23
 170.00  4.701  7.81E+28 6.97E+27 1.34E+29 5.86E+25 1.73E+26 2.79E+26 3.71E+26 4.46E+26 5.01E+26 5.35E+26 5.48E+26 5.43E+26 5.22E+26 4.87E+26 4.43E+26 3.93E+26 3.41E+26 2.89E+26 2.40E+26 1.95E+26 1.55E+26 1.21E+26 9.28E+25 6.96E+25 5.13E+25 3.70E+25 2.62E+25 1.82E+25 1.25E+25 8.35E+24 5.49E+24 3.55E+24 2.25E+24
